postal_code,name,municipality,prefecture,periphery,type
18122,ΚΟΡΥΔΑΛΛΟΣ,ΚΟΡΥΔΑΛΛΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18233,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ,ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΡΕΝΤΗ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18344,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18345,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18346,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18450,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18451,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18452,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18453,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18454,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18531,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18532,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18533,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18534,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18535,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18536,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18537,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18538,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18539,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18540,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18541,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18542,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18543,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18544,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18545,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18546,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18547,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18648,ΔΡΑΠΕΤΣΩΝΑ,ΔΡΑΠΕΤΣΩΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18755,ΚΕΡΑΤΣΙΝΙ,ΚΕΡΑΤΣΙΝΙΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18756,ΚΕΡΑΤΣΙΝΙ,ΚΕΡΑΤΣΙΝΙΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18757,ΚΕΡΑΤΣΙΝΙ,ΚΕΡΑΤΣΙΝΙΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18758,ΚΕΡΑΤΣΙΝΙ,ΚΕΡΑΤΣΙΝΙΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18863,ΠΕΡΑΜΑ,ΠΕΡΑΜΑΤΟΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18900,ΣΑΛΑΜΙΝΑ,ΣΑΛΑΜΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18950,ΝΕΑ ΚΑΝΑΚΙΑ,ΣΑΛΑΜΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,
18950,ΑΜΠΕΛΑΚΙΑ,ΑΜΠΕΛΑΚΙΩΝ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18950,ΑΙΑΝΤΕΙΟ,ΣΑΛΑΜΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
19001,ΚΕΡΑΤΕΑ,ΚΕΡΑΤΕΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19001,ΚΕΡΑΤΕΑ,ΚΕΡΑΤΕΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19002,ΠΑΙΑΝΙΑ,ΠΑΙΑΝΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19003,ΜΑΡΚΟΠΟΥΛΟ,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19004,ΣΠΑΤΑ,ΣΠΑΤΩΝ - ΛΟΥΤΣΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19005,ΝΕΑ ΜΑΚΡΗ,ΝΕΑΣ ΜΑΚΡΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19006,ΝΕΑ ΠΕΡΑΜΟΣ,ΝΕΑΣ ΠΕΡΑΜΟΥ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19007,ΜΑΡΑΘΩΝΑΣ,ΜΑΡΑΘΩΝΟΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19008,ΕΡΥΘΡΕΣ,ΕΡΥΘΡΩΝ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19009,ΡΑΦΗΝΑ,ΡΑΦΗΝΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19010,ΚΑΛΥΒΙΑ ΘΟΡΙΚΟΥ,ΚΑΛΥΒΙΩΝ ΘΟΡΙΚΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19011,ΑΥΛΩΝΑ,ΑΥΛΩΝΟΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19012,ΒΙΛΙΑ,ΔΕΡΒΕΝΟΧΩΡΙΩΝ,ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑ,ΠΡΩΤ. ΔΗΜΟΥ/ΚΟΙΝ.
19012,ΒΙΛΙΑ,ΔΕΡΒΕΝΟΧΩΡΙΩΝ,ΒΟΙΩΤΙΑΣ,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑ,ΠΡΩΤ. ΔΗΜΟΥ/ΚΟΙΝ.
19013,ΑΝΑΒΥΣΣΟΣ,ΑΝΑΒΥΣΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
19013,ΑΝΑΒΥΣΣΟΣ,ΑΝΑΒΥΣΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
19014,ΑΓΙΟΙ ΑΠΟΣΤΟΛΟΙ,ΚΑΛΑΜΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,
19015,ΜΑΡΚΟΠΟΥΛΟ,ΜΑΡΚΟΠΟΥΛΟΥ ΩΡΩΠΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
19016,ΑΡΤΕΜΗ,ΑΡΤΕΜΙΔΟΣ (ΛΟΥΤΣΑΣ),ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19018,ΜΑΝΔΡΑ,ΜΑΝΔΡΑΣ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19019,ΣΠΑΤΑ,ΣΠΑΤΩΝ - ΛΟΥΤΣΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19020,ΡΙΖΙΚΑΣ,ΚΑΛΥΒΙΩΝ ΘΟΡΙΚΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,
19023,ΛΙΜΗΝ ΜΑΡΚΟΠΟΥΛΟΥ,ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,
19100,ΜΕΓΑΡΑ,ΜΕΓΑΡΕΩΝ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19100,ΜΕΓΑΡΑ,ΜΕΓΑΡΕΩΝ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19100,ΜΕΓΑΡΑ,ΜΕΓΑΡΕΩΝ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19100,ΜΕΓΑΡΑ,ΜΕΓΑΡΕΩΝ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19200,ΕΛΕΥΣΙΝΑ,ΕΛΕΥΣΙΝΟΣ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
19300,ΑΣΠΡΟΠΥΡΓΟΣ,ΑΣΠΡΟΠΥΡΓΟΥ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19441,ΚΟΡΩΠΙ,ΚΡΩΠΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19442,ΚΙΤΣΙ,ΚΡΩΠΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,
19443,ΑΓΙΑ ΜΑΡΙΝΑ,ΚΡΩΠΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,
19500,ΛΑΥΡΙΟ,ΛΑΥΡΕΩΤΙΚΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
19600,ΜΑΝΔΡΑ,ΜΑΝΔΡΑΣ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
20003,ΑΓΙΟΙ ΘΕΟΔΩΡΟΙ,ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20004,ΣΟΦΙΚΟ,ΣΟΛΥΓΕΙΑΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20004,ΣΟΦΙΚΟ,ΣΟΛΥΓΕΙΑΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20005,ΑΘΙΚΙΑ,ΣΑΡΩΝΙΚΟΥ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20006,ΒΡΑΧΑΤΙ,ΒΟΧΑΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
20009,ΔΕΡΒΕΝΙ,ΕΥΡΩΣΤΙΝΗΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20011,ΛΕΧΑΙΟ,ΑΣΣΟΥ - ΛΕΧΑΙΟΥ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
20014,ΓΚΟΥΡΑ,ΦΕΝΕΟΥ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20131,ΚΟΡΙΝΘΟΣ,ΚΟΡΙΝΘΙΩΝ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
20132,ΚΟΡΙΝΘΟΣ,ΚΟΡΙΝΘΙΩΝ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
20150,ΠΑΡΑΔΕΙΣΟΣ,ΛΟΥΤΡΑΚΙΟΥ - ΠΕΡΑΧΩΡΑΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,
20150,ΑΡΧΑΙΑ ΚΟΡΙΝΘΟΣ,ΚΟΡΙΝΘΙΩΝ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
20200,ΚΙΑΤΟ,ΣΙΚΥΩΝΙΩΝ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20300,ΛΟΥΤΡΑΚΙ,ΛΟΥΤΡΑΚΙΟΥ - ΠΕΡΑΧΩΡΑΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20300,ΛΟΥΤΡΑΚΙ,ΛΟΥΤΡΑΚΙΟΥ - ΠΕΡΑΧΩΡΑΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20400,ΞΥΛΟΚΑΣΤΡΟ,ΞΥΛΟΚΑΣΤΡΟΥ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
20500,ΝΕΜΕΑ,ΝΕΜΕΑΣ,ΚΟΡΙΝΘΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21051,ΕΡΜΙΟΝΗ,ΕΡΜΙΟΝΗΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21052,ΛΥΓΟΥΡΙΟ,ΑΣΚΛΗΠΙΕΙΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21055,ΑΓΙΑ ΤΡΙΑΔΑ,ΜΙΔΕΑΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21056,ΤΟΛΟ,ΑΣΙΝΗΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
21056,ΤΟΛΟ,ΑΣΙΝΗΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
21056,ΤΟΛΟ,ΑΣΙΝΗΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
21056,ΤΟΛΟ,ΑΣΙΝΗΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
21056,ΤΟΛΟ,ΑΣΙΝΗΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜ. ΔΙΑΜΕΡ.
21059,ΑΡΧΑΙΑ ΕΠΙΔΑΥΡΟΣ,ΕΠΙΔΑΥΡΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21100,ΝΑΥΠΛΙΟ,ΝΑΥΠΛΙΕΩΝ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
21100,ΝΑΥΠΛΙΟ,ΝΑΥΠΛΙΕΩΝ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΝΟΜΟΥ
21231,ΑΡΓΟΣ,ΑΡΓΟΥΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21232,ΑΡΓΟΣ,ΑΡΓΟΥΣ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21250,ΝΕΑ ΚΙΟΣ,ΝΕΑΣ ΚΙΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21300,ΚΡΑΝΙΔΙ,ΚΡΑΝΙΔΙΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21300,ΚΡΑΝΙΔΙ,ΚΡΑΝΙΔΙΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
21300,ΚΡΑΝΙΔΙ,ΚΡΑΝΙΔΙΟΥ,ΑΡΓΟΛΙΔΟΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22001,ΑΣΤΡΟΣ,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22002,ΛΕΒΙΔΙ,ΛΕΒΙΔΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22007,ΔΗΜΗΤΣΑΝΑ,ΔΗΜΗΤΣΑΝΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22008,ΤΡΟΠΑΙΑ,ΤΡΟΠΑΙΩΝ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22010,ΒΥΤΙΝΑ,ΒΥΤΙΝΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22012,ΣΤΑΔΙΟ,ΤΕΓΕΑΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22015,ΚΟΝΤΟΒΑΖΑΙΝΑ,ΚΟΝΤΟΒΑΖΑΙΝΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22024,ΜΟΝΗ ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΠΡΟΔΡΟΜΟΥ,ΤΡΙΚΟΛΩΝΩΝ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,
22027,ΑΣΕΑ,ΒΑΛΤΕΤΣΙΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΔΗΜΟΥ
22029,ΠΑΡΑΛΙΑ ΤΥΡΟΥ,ΤΥΡΟΥ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,
22131,ΤΡΙΠΟΛΗ,ΤΡΙΠΟΛΗΣ,ΑΡΚΑΔΙΑΣ,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΠΡΩΤ. ΠΕΡΙΦΕΡΕΙΑΣ
